value,name
0,Ägypten
1,Äquatorialguinea
2,Äthiopien
3,Afghanistan
4,Albanien
5,Algerien
6,Angola
7,Argentinien
8,Armenien
9,Aserbaidschan
10,Australien
11,Bahrain
12,Bangladesch
13,Belarus
14,Belgien
15,Belize
16,Benin
17,Bolivien
18,Bosnien und Herzeg.
19,Botswana
20,Brasilien
21,Brunei
22,Bulgarien
23,Burkina Faso
24,Burundi
25,Chile
26,China
27,Costa Rica
28,Dänemark
29,Dem. Rep.
30,Deutschland
31,DR Kongo
32,Dschibuti
33,Ecuador
34,El Salvador
35,Elfenbeinküste
36,Eritrea
37,Estland
38,Eswatini
39,Fiji
40,Finnland
41,Frankreich
42,Gabun
43,Gambia
44,Georgien
45,Ghana
46,Griechenland
47,Großbritannien
48,Guatemala
49,Guinea
50,Guinea Bissau
51,Guyana
52,Haiti
53,Honduras
54,Indien
55,Indonesien
56,Irak
57,Iran
58,Irland
59,Israel
60,Italien
61,Jamaika
62,Japan
63,Jemen
64,Jordanien
65,Kambodscha
66,Kamerun
67,Kanada
68,Kap Verde
69,Kasachstan
70,Katar
71,Kenia
72,Kirgisistan
73,Kolumbien
74,Kongo
75,Kosovo
76,Kroatien
77,Kuba
78,Kuwait
79,Laos
80,Lesotho
81,Lettland
82,Libanon
83,Liberia
84,Libyen
85,Litauen
86,Luxemburg
87,Madagaskar
88,Malawi
89,Malaysia
90,Mali
91,Malta
92,Marokko
93,Mauretanien
94,Mauritius
95,Mexiko
96,Moldawien
97,Mongolei
98,Montenegro
99,Mosambik
100,Myanmar
101,Namibia
102,Nepal
103,Neuseeland
104,Nicaragua
105,Niederlande
106,Niger
107,Nigeria
108,Norwegen
109,Österreich
110,Oman
111,Osttimor
112,Pakistan
113,Panama
114,Papua-Neuguinea
115,Paraguay
116,Peru
117,Philippinen
118,Polen
119,Portugal
120,Ruanda
121,Rumänien
122,Russland
123,Sambia
124,Saudi-Arabien
125,Schweden
126,Schweiz
127,Senegal
128,Serbien
129,Seychellen
130,Sierra Leone
131,Simbabwe
132,Singapur
133,Slowakei
134,Slowenien
135,Spanien
136,Sri Lanka
137,Sudan
138,Südkorea
139,Südsudan
140,Syrien
141,Tadschikistan
142,Taiwan
143,Tansania
144,Thailand
145,Togo
146,Trinidad Tobago
147,Tschad
148,Tschechien
149,Tunesien
150,Türkei
151,Turkmenistan
152,Uganda
153,Ukraine
154,Ungarn
155,Uruguay
156,USA
157,Usbekistan
158,VAE
159,Venezuela
160,Vietnam
161,Zypern
